"race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10"
4,25,2,1,1,1,"LK",5,5,5,4,5,4,5,2,5,5,1,5,5,5,1,1,4,4,1,1,5,5,1,3,1,3,1,5,5,5,5,1,5,1,5,2,5,5,5,5,4,4,5,1,4,1,5,4,4,5
4,29,2,1,1,1,"LK",2,5,3,4,1,4,2,2,3,4,3,4,3,2,3,2,2,2,2,3,1,5,2,4,4,4,2,3,4,4,4,4,2,3,3,4,3,3,3,4,2,2,4,4,3,3,4,3,3,3
13,24,2,2,1,1,"LK",2,1,3,4,4,5,1,2,5,5,1,1,5,3,4,5,5,5,4,3,3,3,3,4,1,5,3,5,5,4,5,5,4,3,3,5,3,1,3,4,3,4,5,1,5,2,4,1,5,4
4,20,2,2,1,1,"LK",5,1,1,1,1,1,1,1,5,5,5,1,5,5,5,1,5,5,5,5,5,4,5,5,5,1,5,1,5,3,1,5,1,5,1,5,5,5,1,3,3,5,5,5,1,1,5,5,5,1
4,32,2,2,1,1,"LK",5,1,5,1,5,1,5,5,5,4,1,5,3,2,1,3,5,4,2,4,1,5,1,5,1,5,1,5,5,5,4,1,5,1,5,1,4,1,5,5,5,1,5,1,5,1,5,1,2,5
4,34,2,1,2,1,"LK",5,3,2,5,2,4,1,4,4,5,4,2,5,1,5,5,5,5,5,5,1,4,4,5,4,5,4,4,4,3,2,5,4,5,2,5,2,2,2,4,3,4,5,2,5,1,5,2,5,5
13,26,2,1,1,1,"LK",5,2,3,3,4,4,2,4,3,3,3,3,3,3,2,4,4,3,3,3,5,5,3,4,3,4,2,4,4,3,2,5,2,4,3,3,4,3,4,3,4,3,5,3,4,1,4,4,4,5
13,21,2,2,1,2,"LK",5,2,5,4,4,5,3,2,4,4,4,5,5,3,5,5,4,4,5,3,4,3,1,4,1,5,3,4,5,4,4,2,5,4,2,1,3,4,5,4,4,4,4,3,5,2,2,4,4,4
11,43,2,2,1,1,"LK",2,2,4,4,3,4,1,5,1,5,5,3,5,1,5,5,5,2,5,5,4,4,2,4,1,5,2,5,4,4,3,4,4,3,5,2,5,2,5,4,4,4,5,1,3,1,5,4,5,3
13,28,2,2,1,1,"LK",4,4,4,2,4,4,3,4,5,2,3,4,3,3,3,3,3,3,2,2,2,3,2,4,4,2,3,4,5,5,3,2,3,3,3,4,2,2,3,4,2,1,4,1,5,1,3,3,2,5
13,27,2,2,1,1,"LK",5,3,5,5,3,3,5,5,5,2,5,4,5,5,5,3,5,2,1,5,3,5,5,5,2,5,1,5,5,5,1,1,5,3,5,4,5,3,1,4,4,1,5,3,5,1,4,2,5,5
4,25,2,1,1,1,"LK",2,2,3,3,3,2,2,5,5,5,3,3,4,3,4,4,5,5,4,5,2,4,3,4,1,5,1,4,4,3,3,3,3,3,3,4,3,2,2,3,3,3,4,1,4,1,4,4,5,4
4,21,2,1,1,1,"LK",3,3,4,3,4,3,4,3,3,2,4,4,4,3,4,4,4,3,2,3,4,5,2,3,2,2,2,4,4,3,2,2,4,3,3,3,3,2,4,4,4,3,3,3,4,3,4,2,4,4
4,29,2,1,1,1,"LK",3,4,5,5,3,2,1,4,3,5,5,3,5,1,5,5,5,5,5,5,2,5,4,5,1,5,3,5,5,4,2,2,5,5,3,5,5,1,5,5,5,1,5,1,5,1,5,4,5,5
13,20,2,2,1,1,"LK",2,1,4,3,4,1,3,1,1,3,4,5,4,4,2,4,3,3,4,3,4,4,2,4,1,4,2,1,4,5,3,1,4,3,4,3,3,1,2,4,3,1,3,1,4,2,4,1,2,4
13,24,2,2,1,2,"LK",2,2,3,3,3,2,3,4,3,4,3,3,4,3,2,4,4,3,3,2,2,4,1,4,2,4,2,4,4,4,3,3,4,3,3,2,3,3,3,3,4,2,4,3,4,2,4,3,4,4
13,31,2,1,1,1,"LK",1,2,2,3,5,3,5,3,2,4,1,4,3,3,4,3,5,4,4,3,4,2,4,5,2,2,2,1,3,2,5,5,5,1,3,5,5,3,5,4,4,4,5,1,5,1,5,4,3,4
13,31,2,2,1,1,"LK",1,5,1,4,1,2,1,5,1,5,1,2,1,5,4,5,2,5,5,5,2,1,2,4,5,5,5,4,5,2,4,5,3,5,2,5,2,4,2,5,2,4,1,4,5,1,5,1,1,5
3,39,2,2,1,5,"LK",3,2,5,4,4,2,4,5,2,5,3,4,5,1,4,2,4,3,1,1,1,5,1,5,1,5,1,4,4,5,5,5,5,2,4,1,5,3,5,3,3,1,4,1,4,1,4,2,5,4
13,19,2,1,1,1,"LK",3,4,5,3,4,1,2,1,5,2,4,3,5,3,4,4,5,3,1,3,5,5,2,5,1,5,1,5,5,5,5,4,5,2,2,1,4,1,3,5,4,1,4,1,5,1,5,4,4,5
13,23,2,2,1,1,"LK",3,1,4,2,5,1,5,1,5,2,4,2,5,2,5,5,5,5,5,2,2,5,4,5,2,4,1,5,4,4,2,4,5,3,2,4,4,3,3,4,5,2,5,2,4,1,4,5,5,5
13,23,2,2,1,5,"LK",5,1,2,3,5,1,5,3,5,2,5,5,4,3,4,4,5,1,3,1,2,2,1,5,4,5,2,5,5,5,3,5,5,1,4,4,5,1,4,5,5,1,5,1,5,1,5,5,5,5
4,43,1,1,2,1,"LK",2,2,4,4,5,3,4,5,2,2,1,5,1,5,2,1,1,1,1,1,1,4,2,5,2,5,1,3,4,5,4,1,3,2,3,2,3,2,1,3,5,2,5,1,4,1,5,3,2,4
4,28,2,1,1,1,"LK",3,1,4,3,4,3,3,5,4,5,4,4,5,4,4,1,5,4,2,3,4,5,3,4,1,4,2,3,5,4,5,5,5,2,3,5,4,4,3,5,4,2,5,2,5,1,5,5,4,5
4,28,2,2,1,1,"LK",5,1,5,5,5,2,5,1,5,5,2,5,3,3,2,5,4,3,3,3,1,5,2,5,1,5,5,5,5,5,3,3,5,2,2,3,4,3,3,3,3,2,5,2,5,1,5,2,3,5
11,18,2,1,1,1,"LK",3,1,5,2,5,2,5,4,1,5,2,4,3,3,4,1,2,2,1,1,1,5,1,4,2,3,1,5,5,5,2,2,4,2,1,2,3,3,2,2,5,3,5,3,3,1,4,5,5,4
4,21,2,2,1,1,"LK",4,5,5,3,3,4,4,5,2,4,4,4,4,4,4,4,1,2,5,3,5,5,1,5,2,5,2,5,5,4,4,2,4,1,4,1,4,5,4,5,4,3,5,5,5,5,5,3,3,4
13,21,2,2,1,1,"LK",2,3,3,5,1,4,2,4,3,5,1,2,5,2,4,1,1,3,1,4,2,3,2,2,2,3,2,2,4,5,1,4,1,2,3,2,1,3,4,3,4,5,3,2,2,1,2,1,4,2
13,44,2,2,1,2,"LK",5,3,5,4,4,1,3,1,4,2,2,2,3,2,1,3,3,3,3,2,1,4,1,3,3,4,2,4,4,5,5,4,5,1,4,1,3,1,5,3,4,3,4,1,5,1,5,1,3,5
13,26,2,2,1,1,"LK",3,2,5,3,5,1,3,2,4,3,3,4,4,5,2,3,4,3,4,1,4,5,1,3,1,5,2,4,5,4,3,3,5,2,3,1,5,3,5,4,3,2,3,1,4,1,3,3,4,4
13,39,2,1,1,2,"LK",3,2,5,5,5,1,2,1,4,4,4,2,4,2,1,4,5,5,1,4,1,5,1,3,1,4,1,5,5,5,3,3,4,1,3,2,4,1,4,5,2,5,3,2,5,5,5,3,4,5
